

:Start
2, A dark green cape.
3, Shiny leather boots with fur.
4, Boots of soft leather.
5, A leather baldric.
6, Leather armor decorated with leafy motifs.
7, Armor made from the hides of beasts.
8, Leather armor studded with bone.
9, A robe stained with bird droppings.
10, A robe with vines growing from its pockets.


:Goal, The druid is looking to
1, Find a place where a rare herb grows.
2, Drive away an unnatural intruder.
3, Lead intruders into a trap.
4, Help a wounded, legendary beast.
5, Permanently transform into a beast.
6, Locate a legendary garden or grove.
7, Stop the spread of mining or grazing.
8, Swap recipes and herb lore.
9, Bear witness to nature's awesome power.
10, Provide a safe haven for a hunted beast.
11, Inspire a love for nature.
12, Drink some tea mixed with strong spirits.


:Purpose, The herbal remedy will help
1, A wound heal more quickly.
2, To reduce pain.
3, To prevent infection in a wound.
4, To lower a fever.
5, To clear out congestion.
6, To reduce itchiness.
7, To recover one's strength.
8, To prevent nausea.
9, To cure indigestion.
10, One stay awake.
11, One fall asleep.
12, To make one fertile or virile.


:Form, The herbal remedy is
1, A thick paste.
2, A thin paste.
3, A specially treated leaf.
4, A fluffy powder.
5, A crystalline substance.
6, A lotion or balm.
7, An unpalatable potion.
8, A sweet-tasting potion.
9, A strong tea.
10, A fragrant tea.


:Color, The herbal remedy is
1, Pale green.
2, Dark green.
3, Blue green.
4, Olive green.
5, Yellowish.
6, Reddish.
7, Pale grey.
8, Dark grey.
9, Light brown.
10, Dark brown.


:Ingredients, The remedy contains
1, Root hairs.
2, Ground roots.
3, Shredded roots.
4, Ground tree bark.
5, Wood shavings.
6, Fresh leaves.
7, Dried leaves.
8, Crumbled leaves.
9, Leaf buds.
10, Flower petals.
11, Pollen.
12, Fruit peels.
13, Berries.
14, Moss.
15, Mushrooms.
16, Fuzzy mold.
17, Spores.
18, Ground thorns.
19, Seeds.
20, A shrubbery.


:Method, The remedy is prepared by
1, Vigorous mixing.
2, Boiling slowly.
3, Boiling rapidly.
4, Roasting.
5, Smoking.
6, Sun-drying.
7, Soaking.
8, Brining.
9, Brewing.
10, Steeping.


:Use, The herbal remedy must be
1, Consumed immediately after preparation.
2, Consumed after it ages for a few hours.
3, Consumed after it ages for a few years.
4, Applied topically to the target area.
5, Taken with food.
6, Taken with water.
7, Taken before going to bed.
8, Taken with caution; side effects are likely.

