6, A shadowy cabal of merchants.
7, A vicious warlord or mercenary captain.
8, A crime boss who's never visited the site.


:Laborers, Most of the miners are
1, Free men working for wages.
2, Low-level members of a guild.
3, Paid with a fraction of what they haul out.
4, Paid with credit at a merchant's store.
5, Prisoners.
6, Slaves.


:Trait, The miner has
1, A sweat-stained shirt.
2, Skin blackened with dust.
3, Hard, leathery hands.
4, Long whiskers.
5, An excited laugh.
6, A raspy voice.


:Goal, The miner is looking to
2, Get rich quick.
3, Make some coin to pay off a debt.
5, Make some coin to send home to family.
6, Share a drink while prying for rumors.


:Possession, The miner carries
2, A shovel and a pick.
3, A length of rope and a lantern.
4, A pouch of uncut gems or bits of raw ore.
6, A flask of strong spirits.


:Background, The dwarf is
1, A greedy prospector.
2, A hard-working miner.
3, A talented weaponsmith.
4, A meticulous gemcutter.
5, A highly-skilled armorer.
6, A capable stonemason.
7, A battle-hardened soldier.
8, A fearsome berserk warrior.


:Beard, The dwarf's beard is
1, Snowy white.
2, Stony grey.
3, Fiery red.
4, Black as coal.
5, Earthy brown.
6, Tangled.
7, Braided.
8, Down to the floor.
9, Neatly trimmed.
10, Magnificent.


:Goal, The dwarf is looking to
1, Re-establish an ancestral claim.
2, Find a new source for precious gems.
3, Find some knowledge about an ancient event or place.
4, Drink some ale and swap tales of treasure.
5, Drink some ale and sing a bawdy song.
6, Drink some ale and start a fight.


:Possession, The dwarf carries
1, An old battleaxe with a razor sharp edge.
2, A highly polished warhammer.
3, Several handaxes and a crossbow.
4, A hammer and sack full of climbing gear.
5, A pick-ax and an old map.
6, A satchel of potions, tonics, and remedies.

