

:Start
:Who lives in the ancient ruins now
1, A necromancer.
2, Cursed mummies.
3, Undead guardians.
4, Pair of manticores.
5, Pack of death dogs.
6, Starved ghouls.
7, Restless ghosts.
8, Shadow warriors.
9, Aberrant spirits.
10, A dracolich.


:What built the watchtower
1, A long-forgotten empire.
2, An order of shadow monks.
3, Mighty warriors from a past age.
4, An fiendish lord's army.
5, An ancient elf-witch.
6, A legendary wizard.


:Who holds the watchtower now
1, The last remnant of a defeated army.
2, An order of holy knights.
3, A fiendish presence.
4, A hobgoblin war party.
5, Zombies at the ground level, bats upstairs.
6, Rats at ground level, spiders up above.


:Who camped here
1, An orkish war party.
2, A shadowfolk raiding party.
3, Some nomadic herders.
4, Some refugees or fugitives.
5, Someone who left a heap of fresh bones.
6, Someone whose purposes are unclear.


:Who isorwas mining here
1, Greedy dwarves.
2, Ambitious humans.
3, An elemental cult.
4, Industrious kobolds.
5, A merchant guild.
6, Slaves of an efreet.


:Mining here and for what
1, Copper.
2, Gold.
3, Iron.
4, Lead.
5, Silver.
6, Tin.


:Whose soul or remains haunt the tomb
1, An ancient king.
2, An ancient queen.
3, An ancient sorcerer.
4, A powerful mummy.
6, Dead monks.
5, Zombie warriors.
7, A demilich.
8, Twisted bones.
9, Foul ghosts.
10, Piles of bones.


:Who is in the grave
1, A fallen adventurer.
2, A dismembered body.
3, A pile of bones.
4, A hateful mummy.
5, An empty coffin.
6, Twisted bones.
7, An old woman.
8, A old man.
9, A child.
10, A fair maiden.


:The grave is covered with
1, Fresh earth.
2, Rotting flowers.
3, A carved stone.
4, A large stone slab.
5, A worn marker.
6, Scratch marks.

